id,VCF_SAMPLE_NAME,ORDER_IN_VCF,latitude,longitude,CONTINENT,COUNTRY,LINEAGE,YEAR,HOST_FAMILY,TYPE,Chytridiomycosis,tree_leaf_name,match_score,match_type
SWED-40-5-14,SWED-40.5.14,201,55.633978,13.005419,Europe,Sweden,GPL,2016,Bufonidae,Wild,N,SWED.40.5.14,100.0,exact
SWED-40-5-17,SWED-40.5.17,202,55.633978,13.005419,Europe,Sweden,GPL,2016,Bufonidae,Wild,N,SWED.40.5.17,100.0,exact
SWED-40-5-22,SWED-40.5.22,203,55.633978,13.005419,Europe,Sweden,GPL,2016,Bufonidae,Wild,N,SWED.40.5.22,100.0,exact
SWISS_IT1,SWISS_IT1,204,47.469756,7.78906,Europe,Switzerland,GPL,2011,Alytidae,Wild,N,SWISS.IT1,100.0,exact
TER_1_1,TER_1.1,205,40.50787,-0.50932,Europe,Spain,GPL,2013,Alytidae,Wild,N,TER.1.1,100.0,exact
TER_3_1,TER_3.1,206,40.50787,-0.50932,Europe,Spain,GPL,2014,Alytidae,Wild,N,TER.3.1,100.0,exact
TER_4_2,TER_4.2,207,40.50787,-0.50932,Europe,Spain,GPL,2014,Alytidae,Wild,Y,,0.0,unmatched
TORO1,TORO1,209,41.42356,-5.34387,Europe,Spain,GPL,2011,Alytidae,Wild,N,,0.0,unmatched
TRAX,TRAX,210,51.536586,-0.153405,Europe,UK,GPL,2012,Ambystomatidae,Trade,N,,0.0,unmatched
TRNR1,TRNR1,213,51.536586,-0.153405,Europe,UK,GPL,2012,Salamandridae,Trade,Y,,0.0,unmatched
TST75,TST75,214,37.974375,-119.305706,North America,USA,GPL,2007,Ranidae,Wild,N,,0.0,unmatched
TW16-050,TW16-050,215,23.91898,120.88251,Asia,Taiwan,GPL,2016,Ranidae,Wild,N,TW16.050,100.0,exact
TW16-164,TW16-164,216,23.82602,120.85744,Asia,Taiwan,GPL,2016,Ranidae,Wild,N,TW16.164,100.0,exact
TW16-206,TW16-206,217,23.94846,120.85157,Asia,Taiwan,GPL,2016,Ranidae,Wild,N,TW16.206,100.0,exact
TW16-279,TW16-279,218,23.94957,120.85352,Asia,Taiwan,GPL,2016,Ranidae,Wild,N,TW16.279,100.0,exact
TW16-280,TW16-280,219,23.94957,120.85352,Asia,Taiwan,GPL,2016,Ranidae,Wild,N,TW16.280,100.0,exact
TW16-292,TW16-292,220,23.94957,120.85352,Asia,Taiwan,GPL,2016,Ranidae,Wild,N,TW16.292,100.0,exact
TW16-293,TW16-293,221,23.94957,120.85352,Asia,Taiwan,GPL,2016,Ranidae,Wild,N,TW16.293,100.0,exact
TW16-295,TW16-295,222,23.94957,120.85352,Asia,Taiwan,GPL,2016,Ranidae,Wild,N,TW16.295,100.0,exact
TW16-304,TW16-304,223,23.94957,120.85352,Asia,Taiwan,GPL,2016,Ranidae,Wild,N,TW16.304,100.0,exact
TW16-519,TW16-519,224,23.9186,120.88485,Asia,Taiwan,GPL,2016,Ranidae,Wild,N,TW16.519,100.0,exact
UG3,UG3,225,1.7271,31.5469,Africa,Uganda,GPL,2012,Bufonidae,Wild,N,,0.0,unmatched
UKBEL,UKBEL,226,51.171,-0.271,Europe,UK,GPL,2012,Salamandridae,Wild,N,UKBEL,100.0,exact
UKBER,UKBER,227,51.171,-0.271,Europe,UK,GPL,2012,Ranidae,Wild,N,UKBER,100.0,exact
UKMAB,UKMAB,228,54.818,-3.421,Europe,UK,GPL,2012,Bufonidae,Wild,N,UKMAB,100.0,exact
UKSHB,UKSHB,229,54.171,-3.226,Europe,UK,GPL,2012,Bufonidae,Wild,N,,0.0,unmatched
UKTVB,UKTVB,230,51.147313,0.091876,Europe,UK,GPL,2007,Salamandridae,Wild,N,UKTVB,100.0,exact
VA02,VA02,232,40.30079,-0.33281,Europe,Spain,GPL,2008,Alytidae,Wild,N,VA02,100.0,exact
